Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009097~isoleucine biosynthetic process	8	0.904977375565611	1.0333486003348102E-4	YIL051C, YHR208W, YDR158W, YJR016C, YMR108W, YCL009C, YJR148W, YLR355C	804	10	5557	5.529353233830846	0.12994534603425356	0.011728653335943431	0.011632873687320286
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	13	1.4705882352941175	1.0448688940706844E-4	YMR205C, YJR009C, YKL152C, YGR254W, YHR174W, YDR050C, YJL052W, YGR240C, YCR012W, YKL060C, YBR196C, YGL253W, YAL038W	804	26	5557	3.4558457711442787	0.1312945756207945	0.011728653335943431	0.011632873687320286
GOTERM_BP_DIRECT	GO:0031167~rRNA methylation	20	2.262443438914027	4.073116576823213E-4	YLL011W, YDR449C, YMR229C, YDR398W, YLR222C, YNL061W, YEL026W, YCL054W, YML093W, YPL081W, YGL171W, YLR186W, YLR409C, YMR128W, YHR065C, YGR090W, YOR310C, YDR324C, YDL014W, YDR339C	804	59	5557	2.342946285521545	0.4223346566738828	0.042203754069083596	0.04185910574335241
GOTERM_BP_DIRECT	GO:0009099~valine biosynthetic process	6	0.6787330316742082	0.001014763493671409	YHR208W, YJR016C, YMR108W, YCL009C, YJR148W, YLR355C	804	7	5557	5.924307036247334	0.7452774661374174	0.0976347447125277	0.09683743053892875
GOTERM_BP_DIRECT	GO:0000105~histidine biosynthetic process	7	0.7918552036199095	0.0011153447226657175	YBR084W, YFR025C, YBR248C, YER055C, YOR202W, YCL030C, YIL116W	804	10	5557	4.83818407960199	0.777584448844501	0.10015795609538143	0.09934003663209323
GOTERM_BP_DIRECT	GO:0051453~regulation of intracellular pH	6	0.6787330316742082	0.002384372963102586	YMR205C, YGL008C, YGR240C, YBR294W, YLR092W, YPL036W	804	8	5557	5.183768656716418	0.959868169605108	0.18348632171550402	0.18198791819741159
GOTERM_BP_DIRECT	GO:0009098~leucine biosynthetic process	6	0.6787330316742082	0.002384372963102586	YGL009C, YHR208W, YCL018W, YJR148W, YOR108W, YNL104C	804	8	5557	5.183768656716418	0.959868169605108	0.18348632171550402	0.18198791819741159
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	17	1.9230769230769231	0.0024519330296058446	YMR049C, YNL227C, YPL198W, YDR496C, YLR009W, YNL061W, YGR103W, YLL034C, YDL063C, YPL211W, YOR206W, YAL025C, YKL009W, YBR142W, YJL122W, YER126C, YDR060W	804	53	5557	2.2169576645076505	0.9633671348772312	0.18348632171550402	0.18198791819741159
GOTERM_BP_DIRECT	GO:0006098~pentose-phosphate shunt	8	0.904977375565611	0.0028571048189119683	YNL241C, YDR050C, YLR354C, YGR248W, YBR196C, YHR183W, YNR034W, YHR163W	804	15	5557	3.6862354892205635	0.9788058165018202	0.20255369426707479	0.2008995809508626
GOTERM_BP_DIRECT	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity	10	1.1312217194570136	0.00319680363021791	YLR210W, YAL040C, YNL289W, YPR119W, YPL256C, YIL050W, YJL187C, YMR199W, YDL179W, YGR108W	804	23	5557	3.0050832792558944	0.9866065843635294	0.21530472449517624	0.2135464824985564
GOTERM_BP_DIRECT	GO:0000463~maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	13	1.4705882352941175	0.004366321791375037	YLR276C, YER006W, YMR049C, YPL198W, YNL061W, YGR103W, YHR085W, YHR052W, YCL054W, YPL211W, YAL025C, YBR142W, YER126C	804	37	5557	2.4284321635067903	0.9972449317726436	0.2800683549039131	0.2777812339655738
GOTERM_BP_DIRECT	GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	20	2.262443438914027	0.00461334446744699	YLL011W, YDR449C, YGR271C-A, YDR398W, YDR299W, YLR222C, YPL012W, YDL166C, YGR103W, YBR189W, YEL026W, YPL081W, YLR068W, YAL035W, YMR128W, YHR065C, YLR435W, YGR090W, YDR324C, YGR128C	804	71	5557	1.946955364024946	0.9980276968372941	0.28246249989323163	0.28015582765950814
GOTERM_BP_DIRECT	GO:0008615~pyridoxine biosynthetic process	5	0.5656108597285068	0.005092002482797743	YNL333W, YFL059W, YMR096W, YMR095C, YBR035C	804	6	5557	5.759742951907131	0.9989681992370539	0.2982142323621113	0.2957789268268602
GOTERM_BP_DIRECT	GO:0071555~cell wall organization	24	2.7149321266968327	0.0065009271484229815	YHR021W-A, YMR305C, YLR194C, YIL123W, YLR286C, YJL201W, YHR143W, YOR336W, YJL159W, YOR247W, YBR078W, YNL192W, YBR038W, YKR004C, YMR307W, YER096W, YGL028C, YER124C, YLR300W, YBR076W, YGR189C, YDR446W, YJL158C, YGR279C	804	94	5557	1.7646872022864402	0.9998470403391879	0.36486453620523984	0.36188494459554593
GOTERM_BP_DIRECT	GO:0006415~translational termination	7	0.7918552036199095	0.009518520817184373	YOR051C, YDL229W, YBR143C, YLR249W, YDR432W, YOR046C, YDR429C	804	14	5557	3.4558457711442783	0.9999974587593498	0.5128579016298941	0.5086697524703329
GOTERM_BP_DIRECT	GO:0010501~RNA secondary structure unwinding	10	1.1312217194570136	0.010718059928005733	YDR194C, YGL171W, YDL160C, YBR142W, YLR276C, YHR065C, YLL008W, YGL078C, YPL119C, YOR046C	804	27	5557	2.5598857564031694	0.9999995032373897	0.5162444729959288	0.5120286680939576
GOTERM_BP_DIRECT	GO:0001732~formation of cytoplasmic translation initiation complex	4	0.4524886877828055	0.010731139750472166	YAL035W, YPR041W, YBR079C, YMR260C	804	4	5557	6.911691542288557	0.999999512006178	0.5162444729959288	0.5120286680939576
GOTERM_BP_DIRECT	GO:0006592~ornithine biosynthetic process	4	0.4524886877828055	0.010731139750472166	YER069W, YMR062C, YJL071W, YOL140W	804	4	5557	6.911691542288557	0.999999512006178	0.5162444729959288	0.5120286680939576
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	8	0.904977375565611	0.013255098702372054	YMR146C, YOR361C, YER007C-A, YER025W, YMR309C, YBR079C, YDR429C, YMR260C	804	19	5557	2.9101859125425507	0.9999999843689497	0.6156764811067296	0.6106486850472091
GOTERM_BP_DIRECT	GO:0000054~ribosomal subunit export from nucleus	6	0.6787330316742082	0.020439422152780225	YLR293C, YDL229W, YOR185C, YGR285C, YNL209W, YGL099W	804	12	5557	3.4558457711442783	0.9999999999991699	0.8881258593482246	0.8808731611649799
GOTERM_BP_DIRECT	GO:0009073~aromatic amino acid family biosynthetic process	6	0.6787330316742082	0.020439422152780225	YDR035W, YER090W, YGL026C, YDR127W, YKL211C, YDR007W	804	12	5557	3.4558457711442783	0.9999999999991699	0.8881258593482246	0.8808731611649799
GOTERM_BP_DIRECT	GO:0051321~meiotic cell cycle	26	2.941176470588235	0.023583244154344787	YHR157W, YHR014W, YER179W, YIL072W, YLR219W, YOR373W, YKR001C, YOR195W, YJR094C, YER044C-A, YBR076W, YLR381W, YHR079C-A, YDR254W, YEL072W, YPL018W, YNL196C, YHR152W, YPR007C, YDR014W-A, YHL027W, YBR186W, YHR153C, YJL187C, YPL121C, YGL033W	804	116	5557	1.5491722422370902	0.9999999999999891	0.8962275914554038	0.8889087321339418
GOTERM_BP_DIRECT	GO:0051083~'de novo' cotranslational protein folding	4	0.4524886877828055	0.02395263050660322	YDL229W, YPL037C, YNL209W, YHR193C	804	5	5557	5.529353233830846	0.9999999999999934	0.8962275914554038	0.8889087321339418
GOTERM_BP_DIRECT	GO:0009051~pentose-phosphate shunt, oxidative branch	4	0.4524886877828055	0.02395263050660322	YNL241C, YGR248W, YHR183W, YHR163W	804	5	5557	5.529353233830846	0.9999999999999934	0.8962275914554038	0.8889087321339418
GOTERM_BP_DIRECT	GO:0000162~tryptophan biosynthetic process	4	0.4524886877828055	0.02395263050660322	YER090W, YGL026C, YKL211C, YDR007W	804	5	5557	5.529353233830846	0.9999999999999934	0.8962275914554038	0.8889087321339418
GOTERM_BP_DIRECT	GO:0002188~translation reinitiation	4	0.4524886877828055	0.02395263050660322	YMR146C, YER007C-A, YBR079C, YDR429C	804	5	5557	5.529353233830846	0.9999999999999934	0.8962275914554038	0.8889087321339418
GOTERM_BP_DIRECT	GO:0006207~'de novo' pyrimidine nucleobase biosynthetic process	5	0.5656108597285068	0.029826352223971283	YEL021W, YKL216W, YOR303W, YML106W, YMR271C	804	9	5557	3.8398286346047543	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0042819~vitamin B6 biosynthetic process	4	0.4524886877828055	0.04281325853066707	YNL333W, YFL059W, YMR096W, YMR095C	804	6	5557	4.607794361525705	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0044205~'de novo' UMP biosynthetic process	4	0.4524886877828055	0.04281325853066707	YEL021W, YKL216W, YML106W, YMR271C	804	6	5557	4.607794361525705	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0031120~snRNA pseudouridine synthesis	4	0.4524886877828055	0.04281325853066707	YLR175W, YHR089C, YDL208W, YOR243C	804	6	5557	4.607794361525705	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0000466~maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7	0.7918552036199095	0.045591583095878484	YBR142W, YMR049C, YER126C, YGR103W, YHR052W, YCL054W, YAL025C	804	19	5557	2.5464126734747317	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006446~regulation of translational initiation	7	0.7918552036199095	0.045591583095878484	YAL035W, YMR146C, YOR361C, YPR041W, YMR309C, YBR079C, YDR429C	804	19	5557	2.5464126734747317	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	11	1.244343891402715	0.046078931450618546	YKL009W, YNL182C, YOL077C, YDR237W, YLL008W, YLR448W, YLR009W, YCR072C, YDR060W, YHR085W, YGL099W	804	39	5557	1.9494514606454905	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	10	1.1312217194570136	0.047433054035626795	YNR016C, YIL160C, YGL205W, YCR034W, YPL231W, YOL002C, YOR221C, YKL182W, YKR009C, YLR372W	804	34	5557	2.0328504536142815	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006413~translational initiation	13	1.4705882352941175	0.04873517078574055	YGR054W, YMR146C, YOR361C, YER025W, YPL119C, YPR041W, YMR309C, YAL035W, YOR276W, YOL139C, YBR079C, YDR429C, YMR260C	804	50	5557	1.7970398009950248	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0007131~reciprocal meiotic recombination	14	1.583710407239819	0.052430067815722375	YHR079C-A, YDR076W, YHR157W, YJL074C, YLR219W, YER179W, YPR007C, YER095W, YBR186W, YDR446W, YOL090W, YAR007C, YPL121C, YGL033W	804	56	5557	1.7279228855721391	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0007130~synaptonemal complex assembly	6	0.6787330316742082	0.05356901232505713	YDR014W-A, YHR153C, YJL074C, YER179W, YIL072W, YPR007C	804	15	5557	2.764676616915423	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0002183~cytoplasmic translational initiation	3	0.3393665158371041	0.056560689168722304	YMR146C, YOR361C, YMR012W	804	3	5557	6.9116915422885565	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0051177~meiotic sister chromatid cohesion	3	0.3393665158371041	0.056560689168722304	YHR014W, YJL074C, YPR007C	804	3	5557	6.9116915422885565	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006568~tryptophan metabolic process	3	0.3393665158371041	0.056560689168722304	YGL026C, YKL211C, YDR007W	804	3	5557	6.9116915422885565	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0061091~regulation of phospholipid translocation	3	0.3393665158371041	0.056560689168722304	YPR149W, YGR197C, YPR194C	804	3	5557	6.9116915422885565	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006520~cellular amino acid metabolic process	8	0.904977375565611	0.05838428814523594	YJL088W, YDR158W, YAL062W, YKL106W, YLR303W, YKL218C, YOR375C, YKL029C	804	25	5557	2.2117412935323384	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0070941~eisosome assembly	5	0.5656108597285068	0.06166031643875012	YPR149W, YGR086C, YPL004C, YKL050C, YMR086W	804	11	5557	3.141677973767526	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0071459~protein localization to chromosome, centromeric region	4	0.4524886877828055	0.06702696157773443	YDR254W, YPL018W, YHR014W, YPR007C	804	7	5557	3.9495380241648896	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0010696~positive regulation of spindle pole body separation	4	0.4524886877828055	0.06702696157773443	YLR210W, YPR119W, YMR001C, YGR108W	804	7	5557	3.9495380241648896	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0001080~nitrogen catabolite activation of transcription from RNA polymerase II promoter	4	0.4524886877828055	0.06702696157773443	YER040W, YNL314W, YDL170W, YFL021W	804	7	5557	3.9495380241648896	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0000480~endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	1.0180995475113122	0.06829983772438578	YML093W, YDR449C, YMR229C, YGL171W, YLR186W, YLR222C, YJL010C, YOR310C, YDR339C	804	31	5557	2.006620125180549	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0009058~biosynthetic process	9	1.0180995475113122	0.06829983772438578	YDR035W, YLR089C, YER090W, YKL106W, YMR296C, YDL055C, YHR029C, YJL060W, YIL116W	804	31	5557	2.006620125180549	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006541~glutamine metabolic process	7	0.7918552036199095	0.07099740894822448	YBR248C, YKL104C, YKL211C, YPR145W, YOR303W, YMR095C, YNL191W	804	21	5557	2.3038971807628523	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006450~regulation of translational fidelity	7	0.7918552036199095	0.07099740894822448	YFL022C, YDL219W, YDL229W, YPL160W, YGR285C, YNL209W, YHR064C	804	21	5557	2.3038971807628523	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	44	4.97737556561086	0.07393101347889873	YPR192W, YLR130C, YIL121W, YLR152C, YCR011C, YOR273C, YOR271C, YJR095W, YMR203W, YML116W, YNL125C, YAL067C, YKL120W, YDR040C, YOR316C, YBR294W, YLR092W, YBR241C, YMR056C, YGR281W, YOL119C, YKL188C, YLL055W, YOL130W, YGR096W, YCR098C, YJL163C, YLL048C, YDL199C, YDL054C, YMR177W, YBR104W, YGL008C, YER119C, YPL058C, YHR096C, YPR194C, YLL028W, YLR004C, YGL255W, YOL158C, YGR138C, YBR068C, YBR298C	804	240	5557	1.2671434494195688	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0000472~endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	1.0180995475113122	0.0800631214841596	YML093W, YDR449C, YMR229C, YGL171W, YLR186W, YLR222C, YJL010C, YOR310C, YDR339C	804	32	5557	1.9439132462686566	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0019344~cysteine biosynthetic process	5	0.5656108597285068	0.0822707635806952	YPR167C, YJR137C, YLR303W, YFR030W, YIR017C	804	12	5557	2.8798714759535655	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0006312~mitotic recombination	6	0.6787330316742082	0.08657060894859839	YJL051W, YPL017C, YDR076W, YOL090W, YER179W, YAR007C	804	17	5557	2.4394205443371377	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0071266~'de novo' L-methionine biosynthetic process	4	0.4524886877828055	0.09603977693864198	YML082W, YLR303W, YGL184C, YJR130C	804	8	5557	3.4558457711442787	1.0	1.0	0.9925705794947994
GOTERM_BP_DIRECT	GO:0042823~pyridoxal phosphate biosynthetic process	4	0.4524886877828055	0.09603977693864198	YNL333W, YFL059W, YMR096W, YMR095C	804	8	5557	3.4558457711442787	1.0	1.0	0.9925705794947994
